,ID_FA,title,original_title,year,duration,country,director,actors,genre,description,awards,average_rating,rating_votes,reviews,poster,my_vote
225,294802,Funny Girl,Funny Girlaka,1968,155 min.,Estados Unidos,William Wyler,"['Barbra Streisand', 'Omar Sharif', 'Kay Medford', 'Anne Francis', 'Walter Pidgeon', 'Gerald Mohr', 'Lee Allen', 'Mae Questel', 'Mittie Lawrence', 'Frank Faylen', 'Penny Santoni', 'Thordis Brandt', 'Bettina Brenna', 'Gertrude Flynn', 'John Harmon', 'Inga Neilsen', 'Karen Lee', 'Alena Johnston']","['Musical', 'Drama', 'Romance', 'Biográfico', 'Teatro']","Musical sobre la vida de la cantante y actriz cómica de origen judío Fanny Brice, que obtuvo su primer gran éxito en el Keeney’s Music May, gracias a su divertido debut como patinadora. Un año después, empieza a trabajar en el famoso Follies y pronto se convierte en una estrella. Lo malo es que se enamora de Nick Arnstein, un jugador empedernido sin demasiada suerte. (FILMAFFINITY)","['1968: Oscar: Mejor actriz (ex-aequo: Streisand). 8 nom., incluyendo mejor película', '1968: Globos de Oro: Mejor actriz musical/comedia (Streisand). 4 nominaciones', '1968: Sindicato de Directores (DGA): Nominada a Mejor director', '1968: Sindicato de Guionistas (WGA): Mejor guión musical', '1968: Premios David di Donatello: Mejor actriz extranjera (Barbra Streisand)', '1969: Premios BAFTA: Nominada a Mejor actriz (Streisand), fotografía y vestuario']","6,8",2.092,13,./images_FA/funny_girl-242668588-large.jpg,
226,898714,El león en invierno,The Lion in Winter,1968,135 min.,Estados Unidos,Anthony Harvey,"['Katharine Hepburn', ""Peter O'Toole"", 'Jane Merrow', 'Anthony Hopkins', 'John Castle', 'Timothy Dalton', 'Nigel Terry', 'Nigel Stock']","['Drama', 'Edad Media', 'Siglo XII']","Año 1183. El rey de Inglaterra Enrique II Plantagenet reúne a toda su familia para pasar las Navidades y decidir quién le sucederá en el trono. Manda llamar a su esposa, la maquiavélica Leonor de Aquitania, a quien mantiene encerrada en una torre después de haberla repudiado, y también a sus tres hijos: el taimado Geoffrey, el insignificante John (Juan sin Tierra) y el colérico Richard (Ricardo I Corazón de León). Conviene tener en cuenta que, algunos años antes (1173-1174), los tres, incitados por su ambiciosa madre, se habían sublevado contra su padre. (FILMAFFINITY)","['1968: 3 Oscar: Actriz (ex-aequo: Katharine Hepburn), guión adaptado, bso. 7 nom.', ""1968: Globos de Oro: Mejor película y actor - Drama (Peter O'Toole). 7 nom."", '1968: Círculo de Críticos de Nueva York: Mejor película. 3 nominaciones', '1968: Premios BAFTA: Mejor actriz (Hepburn) y Mejor música. 7 nominaciones', '1968: Sindicato de Directores (DGA): Mejor director', '1968: Sindicato de Guionistas (WGA): Mejor guión drama', '1969: Premios David di Donatello: Mejor producción extranjera']","7,4",3.276,38,./images_FA/the_lion_in_winter-810179934-large.jpg,
227,968038,"Raquel, Raquel","Rachel, Rachel",1968,101 min.,Estados Unidos,Paul Newman,"['Joanne Woodward', 'James Olson', 'Kate Harrington', 'Estelle Parsons', 'Donald Moffat', 'Terry Kiser']",['Drama'],"A punto de cuplir los treinta y cinco, la solitaria Raquel Cameron siente que ha llegado a la mitad exacta de su vida. Han pasado catorce años desde que la muerte de su padre la obligó a interrumpir sus estudios universitarios y volver a  su aburrido pueblo. (FILMAFFINITY)","['1968: 4 nom. Oscar: Película, actriz (Woodward), actriz sec. (Parsons), guión adapt.', '1968: 2 Nominaciones Globos de Oro: Mejor director y actriz - Drama (Woodward)', '1968: Premios BAFTA: Nominada a Mejor actriz (Woodward)', '1968: Círculo de Críticos de Nueva York: Mejor director y actriz (Woodward)', '1968: Sindicato de Directores (DGA): Nominada a Mejor director', '1968: Sindicato de Guionistas (WGA): Nominada a Mejor guión drama']","6,7",675,6,./images_FA/rachel_rachel-218257999-large.jpg,
228,838194,Romeo y Julieta,Romeo and Juliet,1968,138 min.,Reino Unido,Franco Zeffirelli,"['Leonard Whiting', 'Olivia Hussey', 'John McEnery', 'Michael York', 'Pat Heywood', ""Milo O'Shea"", 'Paul Hardwick', 'Natasha Parry', 'Bruce Robinson', 'Antonio Pierfederici', 'Esmeralda Ruspoli', 'Robert Stephens', 'Roberto Bisacco']","['Romance', 'Drama', 'Drama romántico']","Adaptación del clásico de Shakespeare. Dos familias de Verona, los Montesco y los Capuleto, llevan enfrentadas durante años. El joven Romeo Montesco y sus amigos se presentan en una fiesta organizada por los Capuleto con la intención de causar problemas. Allí, Romeo conoce a Julieta Capuleto e inmediatamente se enamora de ella. (FILMAFFINITY)","['1968: Oscars: Mejor fotografía y vestuario. 4 nominaciones', '1968: Globos de Oro: Mejor película extr. habla inglesa y promesas (Whiting y Hussey)', '1968: Premios BAFTA: Mejor diseño de vestuario. 7 nominaciones', '1968: Sindicato de Directores (DGA): Nominada a Mejor director', '1968: Premios David di Donatello: Mejor director y Plato dorado (Hussey, Whiting)']","7,1",2.732,22,./images_FA/romeo_and_juliet-343648213-large.jpg,
229,893610,Bonnie y Clyde,Bonnie & Clyde,1967,111 min.,Estados Unidos,Arthur Penn,"['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard', 'Gene Hackman', 'Estelle Parsons', 'Dub Taylor', 'Gene Wilder', 'Denver Pyle', 'Evans Evans']","['Acción', 'Drama', 'Thriller', 'Crimen', 'Años 30', 'Gran Depresión', 'Drama romántico', 'Robos & Atracos', 'Road Movie', 'Película de culto']","En la época de la Gran Depresión, una banda de jóvenes delincuentes, encabezados por la pareja formada por Bonnie Parker y Clyde Barrow, recorre los Estados Unidos asaltando bancos, favoreciendo a los humildes y ridiculizando a las autoridades. (FILMAFFINITY)","['1967: 2 Oscar: Secundaria (Parsons), Fotografía. 8 nominaciones incluyendo Película.', '1967: 7 nominaciones al Globo de Oro, incluyendo drama, director, actor y actriz', '1967: Premios BAFTA: Mejor promesa (Faye Dunaway). 4 nominaciones', '1967: Círculo de Críticos de Nueva York: Mejor guión. 3 nominaciones', '1967: Sindicato de Directores (DGA): Nominada a Mejor director', '1967: Sindicato de Guionistas (WGA): Mejor guión original y mejor guión drama', '1967: David di Donatello: Mejor actor (Beatty) y actriz extranjeros (Dunaway)', '1968: Festival de Mar de Plata: Mejor película']","7,4",16.649,60,./images_FA/bonnie_clyde-435026499-large.jpg,
230,564888,El extravagante doctor Dolittle,Doctor Dolittle,1967,152 min.,Estados Unidos,Richard Fleischer,"['Rex Harrison', 'Samantha Eggar', 'Anthony Newley', 'Richard Attenborough', 'Peter Bull', 'Muriel Landers', 'William Dix', 'Geoffrey Holder', 'Portia Nelson', 'Norma Varden']","['Comedia', 'Musical', 'Fantástico', 'Animales']","Comedia musical en la que un hombre puede comunicarse con los animales. Aunque fue candidata al Oscar a la mejor película, apenas tuvo éxito en taquilla. Eddie Murphy hizo un remake años después. (FILMAFFINITY)","['1967: 2 Oscar: Mejor canción, Efectos visuales. 9 nom., incluyendo a Mejor película', '1967: Globos de Oro: Mejor actor de reparto (Attenborough). 5 nominaciones', '1967: Sindicato de Guionistas (WGA): Nominada a Mejor guión musical']","5,0",714,3,./images_FA/doctor_dolittle-251386166-large.jpg,
231,359061,El graduado,The Graduate,1967,105 min.,Estados Unidos,Mike Nichols,"['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross', 'William Daniels', 'Murray Hamilton', 'Elizabeth Wilson', 'Buck Henry', 'Brian Avery', 'Walter Brooke', 'Norman Fell', 'Alice Ghostley', 'Marion Lorne', 'Eddra Gale', 'Richard Dreyfuss', 'Mike Farrell', 'Elaine May', 'Ben Murphy', 'Kevin Tighe']","['Drama', 'Romance']","Benjamin Braddock (Dustin Hoffman) vuelve a casa después de terminar sus estudios universitarios. Es un joven que alberga un gran rencor contra la hipocresía y la corrupción de la sociedad que lo rodea. La señora Robinson (Anne Bancroft), una amiga de la familia, se encapricha de él y lo hace su amante. Pero cuando Benjamin conoce a Elaine (Katharine Ross), la hija de la señora Robinson, todo se complica... (FILMAFFINITY)","['1967: Oscar Mejor director. 7 nominaciones', '1967: 5 Globos de Oro, incluyendo Mejor película - Comedia o Musical. 7 nom.', '1967: Círculo de Críticos de Nueva York: Mejor director. 3 nominaciones', '1967: Sindicato de Directores (DGA): Mejor director', '1967: Sindicato de Guionistas (WGA): Mejor guión comedia', '1968: Premios BAFTA: Mejor película, director, guión, montaje y promesa (Hoffman)']","7,5",47.388,118,./images_FA/the_graduate-489780362-large.jpg,
232,420852,Adivina quién viene esta noche,Guess Who's Coming to Dinner,1967,108 min.,Estados Unidos,Stanley Kramer,"['Spencer Tracy', 'Sidney Poitier', 'Katharine Hepburn', 'Katharine Houghton', 'Cecil Kellaway', 'Beah Richards', 'Roy Glenn', 'Isabel Sanford', 'Virginia Christine', 'Alexandra Hay', 'Barbara Randolph']","['Drama', 'Comedia', 'Romance', 'Racismo']","Una joven de familia acomodada lleva a casa, para presentárselo a sus padres, a su novio, un médico negro con el que tiene la intención de casarse. A pesar de ser personas de ideas liberales, sus padres se sienten muy confundidos, especialmente el padre, que teme que un matrimonio interracial no traiga más que problemas a su hija. (FILMAFFINITY)","['1967: 2 Oscars: Mejor actriz (Katharine Hepburn), guión original. 10 nominaciones', '1967: Globos de Oro: 7 nominaciones, incluyendo mejor película - Drama', '1968: Premios BAFTA: Mejor actor (Tracy) y Mejor actriz (Hepburn). 3 nominaciones', '1967: Círculo de Críticos de Nueva York: Nominada a Mejor actor (Spencer Tracy)', '1967: Sindicato de Directores (DGA): Nominada a Mejor director', '1967: Sindicato de Guionistas (WGA): Nominada Mejor guión original y guión drama', '1967: Premios David di Donatello: Mejor producción, actor y actriz extranjeros']","7,6",16.483,73,./images_FA/guess_who_s_coming_to_dinner-708854252-large.jpg,
233,266024,Alfie,Alfie,1966,113 min.,Reino Unido,Lewis Gilbert,"['Michael Caine', 'Shelley Winters', 'Millicent Martin', 'Julia Foster', 'Jane Asher', 'Shirley Anne Field', 'Vivien Merchant', 'Denholm Elliott', 'Alfie Bass', 'Graham Stark', 'Peter Graves']",['Comedia'],"Alfie Elkins (Michael Caine), un 'cockney' londinense que trabaja como chófer en una empresa de coches de alquiler, es famoso en la ciudad por ser un galán seductor e irresistible. Sus numerosas conquistas le hacen ver lo deliciosa que es la vida de soltero en Londres; además, todas las chicas desean que sus nombres figuren en esa lista de honor, de la que Alfie se siente tan orgulloso. (FILMAFFINITY)","['1966: 5 nominaciones al Oscar, incluyendo película, actor (Caine), actriz sec. (Merchant)', '1966: Globos de Oro: Mejor película extranjera de habla inglesa. 7 nominaciones', '1966: Premios BAFTA: Mejor promesa (Merchant). 6 nominaciones', '1966: Festival de Cannes: Premio Especial del Jurado', '1966: Sindicato de Directores (DGA): Nominada a Mejor director', '1966: National Board of Review: Top 10 mejores películas y actriz secundaria (Merchant)']","6,4",2.885,28,./images_FA/alfie-900407068-large.jpg,
234,339860,¡Que vienen los rusos!,"The Russians are Coming, the Russians are Coming",1966,120 min.,Estados Unidos,Norman Jewison,"['Alan Arkin', 'Eva Marie Saint', 'Paul Ford', 'Brian Keith', 'Carl Reiner', 'Jonathan Winters', 'Theodore Bikel', ""Tessie O'Shea"", 'John Phillip Law']","['Comedia', 'Submarinos', 'Guerra Fría']","Un submarino ruso encalla en un tranquilo lugar de la costa de los Estados Unidos. La tripulación desembarca para pedir ayuda, pero los habitantes del pueblo los toman por invasores. (FILMAFFINITY)","['1966: 4 nominaciones al Oscar: Mejor película, actor (Arkin), guión adaptado, montaje', '1966: Globos de Oro: Mejor película y actor - Comedia o Musical (Arkin). 5 nom.', '1966: Premios BAFTA: Nominada a Mejor promesa (Alan Arkin)', '1966: Círculo de críticos de Nueva York: Nominada a Mejor actor (Alan Arkin)', '1966: Sindicato de Directores (DGA): Nominada a Mejor director', '1966: Sindicato de Guionistas (WGA): Mejor guión comedia', '1966: National Board of Review: Top 10 mejores películas']","6,2",1.296,8,./images_FA/the_russians_are_coming_the_russians_are_coming-313080242-large.jpg,
235,657217,El Yangtsé en llamas,The Sand Pebbles,1966,179 min.,Estados Unidos,Robert Wise,"['Steve McQueen', 'Richard Attenborough', 'Candice Bergen', 'Richard Crenna', 'Emmanuelle Arsan', 'Simon Oakland', 'Joe Turkel', 'Mako']","['Aventuras', 'Drama', 'Años 20']","China, 1926. Un barco de la marina americana que patrulla el río Yang Tse, se ve envuelto en el conflicto armado entre nacionalistas y comunistas chinos. El maquinista (McQueen), atento a su trabajo, procura no tomar partido, pero los acontecimientos lo obligarán a cambiar de actitud. (FILMAFFINITY)","['1966: 8 nom. al Oscar, incluyendo película, actor (McQueen), actor sec. (Mako)', '1966: Globos de Oro: Mejor actor de reparto (Attenborough). 8 nominaciones', '1966: Sindicato de Directores (DGA): Nominada a Mejor director', '1966: Sindicato de Guionistas (WGA): Nominada a Mejor guión drama']","6,8",1.923,14,./images_FA/the_sand_pebbles-518086320-large.jpg,
236,969127,¿Quién teme a Virginia Woolf?,Who's Afraid of Virginia Woolf?,1966,129 min.,Estados Unidos,Mike Nichols,"['Elizabeth Taylor', 'Richard Burton', 'Sandy Dennis', 'George Segal']",['Drama'],"George y Martha son un matrimonio que se profesa un odio salvaje. Ambos tienen personalidades autodestructivas, conocen perfectamente las debilidades del otro y saben cómo exasperarlo. George es un profesor de historia alcohólico. Martha, la hija del director de la universidad donde George da clases, es una mujer frustrada y vulnerable. Un sábado por la noche, después de una fiesta, invitan a su casa a un nuevo profesor y a su esposa. La presencia de esta pareja no evita que Martha y George se humillen y maltraten como de costumbre. A través de este cruel juego sale a relucir la verdad tanto sobre los anfitriones como sobre los invitados. (FILMAFFINITY)","['1966: 5 Oscars: Actriz (Taylor), secundaria (Dennis), fotografía, direc. artíst. B/N, vestuario', '1966: Globos de Oro: 7 nominaciones, incluyendo mejor película - Drama', '1966: Premios BAFTA: Mejor película, actor británico (Burton) y actriz británica (Taylor)', '1966: Círculo de Críticos de Nueva York: Mejor actriz (Taylor) ex-aequo', '1966: Sindicato de Directores (DGA): Nominada a Mejor director', '1966: Sindicato de Guionistas (WGA): Mejor guión drama', '1966: National Board of Review: Top 10 mejores películas y actriz (Taylor)']","7,7",6.526,51,./images_FA/who_s_afraid_of_virginia_woolf-829442325-large.jpg,
237,487240,Darling,Darling,1965,122 min.,Reino Unido,John Schlesinger,"['Julie Christie', 'Dirk Bogarde', 'Laurence Harvey', 'Roland Curram', 'Alex Scott', 'José Luis de Vilallonga']","['Drama', 'Romance', 'Free Cinema', 'Sátira', 'Comedia dramática', 'Drama romántico']","Diana Scott (Julie Christie) es una joven y atractiva modelo londinense, una mujer ambiciosa dispuesta a todo para ascender en la escala social. (FILMAFFINITY)","['1965: 3 Oscars: mejor actriz (Christie), guión original y vestuario (Ex-aequo). 5 nom.', '1965: Globo de Oro: Mejor película extranjera (Samuel Goldwyn Award). 3 nom.', '1965: Premios BAFTA: 4 premios incluyendo Mejor actor británico y actriz británica', '1965: Círculo de críticos de Nueva York: Mejor película, director y actriz (Christie)', '1965: Sindicato de Directores (DGA): Nominada a Mejor director', '1965: National Board of Review: Top 10 mejores películas y director']","6,7",719,6,./images_FA/darling-984971729-large.jpg,
238,977246,Doctor Zhivago,Doctor Zhivago,1965,197 min.,Estados Unidos,David Lean,"['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin', 'Alec Guinness', 'Rod Steiger', 'Tom Courtenay', 'Ralph Richardson', 'Siobhan McKenna', 'Rita Tushingham', 'Geoffrey Keen', 'Bernard Kay', 'Jack MacGowran', 'Adrienne Corri', 'Wolf Frees', 'Gwen Nelson', 'Noel Willman', 'Gerard Tichy', 'Klaus Kinski', 'Jeffrey Rockland', 'José María Caffarel', 'Tarek Sharif', 'Mark Eden', 'Erik Chitty', 'Lucy Westmore', 'Virgilio Teixeira']","['Drama', 'Romance', 'Aventuras', 'Histórico', 'Revolución Rusa', 'Cine épico', 'Drama romántico']","Rusia, revolución bolchevique (1917). La guerra civil que sigue a la revolución mantiene al país profundamente dividido. En medio del conflicto, asistimos al drama íntimo de un hombre que lucha por sobrevivir. Este hombre es Zhivago, poeta y cirujano, marido y amante, cuya vida trastornada por la guerra afecta a las vidas de otros, incluida Tonya, su esposa, y Lara, la mujer de la que se enamora apasionadamente. (FILMAFFINITY)","['1965: 5 Oscars: mejor guión adaptado, dirección artística, fotografía, bso y vestuario', '1965: 5 Globos de Oro: Mejor drama, director, actor (Sharif), guión y música. 6 nom.', '1965: Círculo de críticos de Nueva York: Nominada a Mejor director', '1966: Festival de Cannes: Nominada a la Palma de Oro (mejor película)', '1966: Premios BAFTA: Nominada a Mejor Película, Actor (Richardson), Actriz (Christie)', '1966: National Board of Review: Top 10 mejores películas y actriz (Julie Christie)', '1966: David di Donatello: Mejor actriz (Julie Christie), director y producción extranjeros']","7,9",34.821,107,./images_FA/doctor_zhivago-845690253-large.jpg,
239,724095,El barco de los locos,Ship of Fools,1965,149 min.,Estados Unidos,Stanley Kramer,"['Vivien Leigh', 'Simone Signoret', 'Oskar Werner', 'José Ferrer', 'Lee Marvin', 'Elizabeth Ashley', 'George Segal', 'Michael Dunn', 'José Greco', 'Charles Korvin', 'Heinz Rühmann', 'Lilia Skala', 'Barbara Luna', 'Christiane Schmidtmer', 'Stanley Adams', 'Henry Calvin']","['Drama', 'Aventuras marinas']","Antes de la Segunda Guerra Mundial (1939-1945), un barco de pasajeros zarpa de Veracruz con rumbo al puerto alemán de Bremenhaven. Los pasajeros son personas muy distintas con diversos problemas que tal vez puedan resolver durante la travesía. (FILMAFFINITY)","['1965: 2 Oscars: Mejor fotografía (B&W), dirección artística (B&W). 8 nominaciones', '1965: Globos de Oro: 3 nominaciones, incluyendo mejor película - Drama', '1965: Círculo de Críticos de Nueva York: Mejor actor (Oskar Werner)', '1965: National Board of Review: Top 10 mejores películas y actor (Marvin)', '1965: Premios BAFTA: 2 nominaciones incluyendo a Mejor actor extranjero (Werner)', '1965: Sindicato de Guionistas (WGA): Nominada a Mejor guión drama']","6,2",472,5,./images_FA/ship_of_fools-955922228-large.jpg,
240,618526,El payaso de la ciudad,A Thousand Clowns,1965,118 min.,Estados Unidos,Fred Coe,"['Jason Robards', 'Barbara Harris', 'Martin Balsam', 'Gene Saks', 'William Daniels', 'Philip Bruns', 'John McMartin', 'Barry Gordon']","['Comedia', 'Drama', 'Romance']","Cansado de convencionalismos y ataduras, Murray Burns, iconoclasta escritor, deja su empleo como guionista de un programa infantil y se refugia en su apartamento donde convive con su sobrino Nick, de nueve años. Hace siete que su hermana se marchó y dejó al niño con él. Sin oficio ni beneficio, los servicios sociales deciden encargarse de Nick y una pareja de asistentes sociales, Sandra y Albert, se personan en casa de Murray. Surge entre él y Sandra una especial relación. Albert, estricto profesional, aconseja a su compañera dejar el caso y prosigue con las diligencias para buscar otro hogar al niño. Sandra convencerá a Murray de que busque un empleo para conservar a su sobrino. (FILMAFFINITY)","['1965: Oscar: Mejor actor secundario (Martin Balsam). 3 nominaciones', '1965: Globos de Oro: 3 nominaciones, incluyendo mejor película comedia/musical', '1965: National Board of Review: Top 10 mejores películas', '1965: Sindicato de Guionistas (WGA): Mejor guión comedia']","6,1",88,3,./images_FA/a_thousand_clowns-826097199-large.jpg,
241,526690,Zorba el griego,Alexis Zorbasaka,1964,136 min.,Estados Unidos,Mihalis Kakogiannis,"['Anthony Quinn', 'Alan Bates', 'Irene Papas', 'Lila Kedrova', 'Sotiris Moustakas', 'Anna Kyriakou', 'Eleni Anousaki', 'Yorgo Voyagis', 'Takis Emmanuel', 'Giorgos Foundas', 'George Pan Cosmatos']","['Drama', 'Comedia dramática']","Un joven escritor inglés viaja a Creta para tomar posesión de una pequeña propiedad que ha heredado. En el viaje conoce a Zorba, un hombre de carácter vitalista y de costumbres primitivas, que ejerce sobre él una gran influencia. (FILMAFFINITY)","['1964: 3 Oscars: Actriz sec. (Lila Kedrova), fotografía (B&N), direcc. artística. 7 nom.', '1964: Globos de oro: 5 nominaciones, incluyendo mejor película - Drama', '1964: Premios David di Donatello: Plato dorado (Mihalis Kakogiannis)', '1964: National Board of Review: Top 10 mejores películas y mejor actor (Quinn)', '1965: Premios BAFTA: 3 nominaciones incluyendo a Mejor película']","7,4",4.377,28,./images_FA/alexis_zorbas-175331058-large.jpg,
242,633298,Becket,Becket,1964,148 min.,Reino Unido,Peter Glenville,"['Richard Burton', ""Peter O'Toole"", 'John Gielgud', 'Donald Wolfit', 'Véronique Vendell', 'Martita Hunt', 'Sian Phillips', 'Pamela Brown', 'Felix Aylmer', 'Gino Cervi', 'Paolo Stoppa', 'David Weston', 'Jennifer Hilary', 'Roy Beck', 'Percy Herbert', 'Magda Konopka']","['Drama', 'Histórico', 'Edad Media', 'Religión', 'Siglo XII']","Inglaterra, siglo XII. Drama histórico en el que se narran los enfrentamientos entre Enrique II Plantagenet, rey de Inglaterra, y Thomas Becket, que llegó a ser canciller y después arzobispo de Canterbury (desde 1162). Las desavenencias entre ambos comienzan cuando en 1164 (Constitución de Clarendon) el rey lleva a cabo una reforma del sistema judicial que reduce substancialmente las prerrogativas de la Iglesia.(FILMAFFINITY)","['1964: Oscar: Mejor guión adaptado. 12 nominaciones', ""1964: Globos de Oro: Mejor película y Actor Drama (Peter O'Toole). 5 nominaciones"", '1964: Premios BAFTA: Mejor Fotografía, dirección artística y vestuario. 7 nom.', '1964: Sindicato de Directores (DGA): Nominada a Mejor director', '1964: Sindicato de Guionistas (WGA): Mejor guión drama', '1964: National Board of Review: Mejor película', '1964: Círculo de Críticos de Nueva York: Nominada a Mejor guión']","7,5",1.983,23,./images_FA/becket-789565542-large.jpg,
243,479847,¿Teléfono rojo? Volamos hacia Moscú,"Dr. Strangelove, or How I Learned to Stop Worrying and Love the Bomb",1964,93 min.,Reino Unido,Stanley Kubrick,"['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'James Earl Jones', 'Keenan Wynn', 'Slim Pickens', 'Peter Bull', 'Tracy Reed', 'Jack Creley', 'Frank Berry', 'Glenn Beck', 'Shane Rimmer', 'Paul Tamarin', 'Gordon Tanner', ""Robert O'Neil"", 'Roy Stephens']","['Comedia', 'Bélico', 'Sátira', 'Comedia negra', 'Guerra Fría', 'Holocausto nuclear']","Convencido de que los comunistas están contaminando los Estados Unidos, un general ordena, en un acceso de locura, un ataque aéreo nuclear sorpresa contra la Unión Soviética. Su ayudante, el capitán Mandrake, trata de encontrar la fórmula para impedir el bombardeo. Por su parte, el Presidente de los EE.UU. se pone en contacto con Moscú para convencer al gobierno soviético de que el ataque no es más que un estúpido error. Mientras tanto, el asesor del Presidente, un antiguo científico nazi, el doctor Strangelove, confirma la existencia de la “Máquina del Juicio Final”, un dispositivo de represalia soviético capaz de acabar con la humanidad para siempre. (FILMAFFINITY)","['1964: 4 nominaciones al Oscar: Mejor película, director, actor (Peter Sellers), guión', '1964: Premios BAFTA: Mejor película, Film británico y Dir. artística (B&W). 6 nominaciones', '1964: Círculo de Críticos de Nueva York: Mejor Director', '1964: Sindicato de Directores (DGA): Nominada a Mejor director', '1964: Sindicato de Guionistas (WGA): Mejor guión comedia']","7,9",46.221,158,./images_FA/dr_strangelove_or_how_i_learned_to_stop_worrying_and_love_the_bomb-706693068-large.jpg,
244,213137,Mary Poppins,Mary Poppins,1964,140 min.,Estados Unidos,Robert Stevenson,"['', 'Julie Andrews', 'Dick Van Dyke', 'David Tomlinson', 'Glynis Johns', 'Ed Wynn', 'Hermione Baddeley', 'Karen Dotrice', 'Elsa Lanchester', 'Arthur Treacher', 'Reginald Owen', 'Matthew Garber']","['Musical', 'Infantil', 'Fantástico', 'Comedia', 'Animación', 'Cine familiar', 'Años 1900 (circa)']","Reinado de Eduardo VII (1901-1910). La vida de una familia inglesa formada por un padre banquero, una madre sufragista y dos niños rebeldes -que pretenden llamar la atención de sus padres haciendo la vida imposible a todas las niñeras-, se verá alterada con la llegada de Mary Poppins, una extravagante institutriz que baja de las nubes empleando su paraguas como paracaídas. Debut y Oscar para Julie Andrews en este clásico del cine familiar que en su día batió récords de taquilla. Una niñera mágica y canciones pegadizas que harán las delicias de los niños de la casa. (FILMAFFINITY)","['1964: 5 Oscars: actriz (Andrews), canción, BSO, montaje, efectos visuales. 13 nom.', '1964: Globos de Oro: Mejor actriz comedia/musical (Andrews). 4 nominaciones', '1964: Premios BAFTA: Mejor promesa (Julie Andrews)', '1964: Círculo de Críticos de Nueva York: Nominada a Mejor actriz (J. Andrews)', '1964: Sindicato de Directores (DGA): Nominada a Mejor director', '1964: Sindicato de Guionistas (WGA): Mejor guión musical']","7,1",89.997,87,./images_FA/mary_poppins-798780385-large.jpg,6
245,617622,Los lirios del valle,Lilies of the Field,1963,97 min.,Estados Unidos,Ralph Nelson,"['Sidney Poitier', 'Lilia Skala', 'Lisa Mann', 'Isa Crino', 'Francesca Jarvis', 'Stanley Adams', 'Pamela Branch', 'Dan Frazer', 'Ralph Nelson']","['Drama', 'Vida rural (Norteamérica)', 'Religión']","Mientras recorre el desierto de Arizona, Homer Smith, un trabajador itinerante, conoce a cinco monjas que viven en una situación muy precaria. Tras reparar las goteras del granero de la comunidad, Homer se encuentra con que la Madre Superiora no sólo no piensa pagarle ese trabajo, sino que además quiere que le construya gratis una capilla. (FILMAFFINITY)","['1963: Oscar: Mejor actor (Sidney Poitier). 5 nominaciones', '1963: 2 Globos de Oro: Entendimiento internacional y actor (Poitier). 4 nom.', '1963: Sindicato de Directores (DGA): Nominada a Mejor director', '1963: Sindicato de Guionistas (WGA): Mejor guión comedia', '1963: Festival de Berlín: Oso de Plata - Mejor actor (Poitier), Premios OCIC e Interfilm', '1963: National Board of Review: Top 10 mejores películas', '1964: Premios BAFTA: Nominada a Mejor actor extranjero (Sidney Poitier)']","6,6",757,10,./images_FA/lilies_of_the_field-522217575-large.jpg,
246,368245,Cleopatra,Cleopatra,1963,243 min.,Estados Unidos,Joseph L. Mankiewicz,"['Elizabeth Taylor', 'Richard Burton', 'Rex Harrison', 'Roddy McDowall', 'Martin Landau', 'Pamela Brown', 'George Cole', 'Hume Cronyn', 'Cesare Danova', 'Kenneth Haigh', 'Robert Stephens', 'Margaret Lee']","['Drama', 'Histórico', 'Biográfico', 'Antiguo Egipto', 'Antigua Roma', 'Cine épico']","El victorioso general Julio César se ve obligado a visitar Egipto para evitar la guerra civil provocada por la falta de entendimiento entre Cleopatra y su hermano Tolomeo, que comparten el poder en Egipto. César, cautivado por la inteligencia y belleza de la joven, la proclama reina indiscutible de Egipto, y tras el nacimiento de su hijo, Cesarión, la convierte en su esposa. (FILMAFFINITY)","['1963: 4 Oscars: fotografía, dir. artística, vestuario, efectos especiales. 9 nom.', '1963: Globos de oro: 4 nominaciones, incluyendo Mejor película - Drama', '1963: National Board of Review: Mejor actor (Rex Harrison)']","7,2",8.440,47,./images_FA/cleopatra-174982525-large.jpg,
