,ID_FA,title,original_title,year,duration,country,director,actors,genre,description,awards,average_rating,rating_votes,reviews,poster,my_vote
0,602893,La melodía de Broadway,The Broadway Melody,1929,110 min.,Estados Unidos,Harry Beaumont,"['Charles King', 'Anita Page', 'Bessie Love', 'Jed Prouty', 'Kenneth Thomson', 'Edward Dillon', 'Mary Doran', 'Eddie Kane', 'J. Emmett Beck']","['Musical', 'Romance', 'Comedia']","Queenie y Hank son dos hermanas que buscan triunfar en Broadway como cantantes y bailarinas. Queenie se enamora de Eddie Kearns, pero él prefiere a Hank, y se vuelven pareja. Con la ayuda de Eddie empiezan una carrera en los escenarios de vodevil... El primer gran musical de la historia del cine (recién estrenado el cine sonoro, en 1927) obtuvo el Oscar a la mejor película (recién creados los premios de la Academia en 1928). (FILMAFFINITY)",['1928: Oscar: Mejor película. 3 nominaciones'],"5,9",482,10,./images_FA/the_broadway_melody-974223234-large.jpg,
1,415986,Alas,Wings,1927,138 min.,Estados Unidos,William A. Wellman,"['Clara Bow', ""Charles 'Buddy' Rogers"", 'Richard Arlen', 'Gary Cooper', 'Jobyna Ralston', 'El Brendel', 'Arlette Marchal']","['Bélico', 'Acción', 'Drama', 'Años 1910-1919', 'I Guerra Mundial', 'Aviones', 'Ejército', 'Amistad', 'Cine mudo']","Drama bélico que ha pasado a la historia por ser el primer film que ganó el Oscar a la mejor película, el año de la creación de los premios de la Academia americana (años 1927-1928). (FILMAFFINITY)",['1927: 2 Oscars: Mejor película y Efectos especiales'],"7,3",1.363,23,./images_FA/wings-603432841-large.jpg,
2,116361,La coartada (Alibi),Alibi,1929,91 min.,Estados Unidos,Roland West,"['Chester Morris', 'Harry Stubbs', 'Mae Busch', 'Eleanore Griffith', 'Regis Toomey']","['Drama', 'Crimen', 'Mafia', 'Policíaco', 'Melodrama']","Chick Williams desea vengarse de quien lo envió a prisión, así cuando recupera su libertad retorna a su antigua banda para planear el crimen. Invita a la hija de un policía al cine y mientras están en plena función se escabulle, comete el asesinato, regresando con la chica y convirtiéndola en su coartada. (FILMAFFINITY)","['1928: 3 nominaciones al Oscar: Mejor película, actor (Chester Morris), dirección artística']",,,0,./images_FA/alibi-628810572-large.jpg,
3,660458,En el viejo Arizona,In Old Arizona,1928,95 min.,Estados Unidos,Irving Cummings,"['Warner Baxter', 'Edmund Lowe', 'Dorothy Burgess', 'Tom Smith', 'Joe Brown', 'J. Farrell MacDonald', 'Tom London', 'Edward Peil Sr.', 'Henry Armetta', 'Charles Sullivan', 'Evelyn Selbie', 'Blackjack Ward', 'Jim Farley', 'Tom Santschi', 'James A. Marcus', 'Roy Stewart']",['Western'],"Cisco Kid (Warner Baxter) es un bandido del Viejo Oeste que anda siempre escapando del sheriff del lugar, Mickey Dunn (Edmund Lowe). El problema viene cuando ambos se enamoran de la misma mujer, Tonia (Dorothy Burgess), la cual ayudará a Dunn a capturar a Cisco Kid, vivo o muerto. (FILMAFFINITY)","['1928: 1 Oscar: Mejor actor (Baxter), 5 nom., a Mejor película, guión, director y fot.']","5,6",52,2,./images_FA/in_old_arizona-995252878-large.jpg,
4,309182,The Hollywood Revue of 1929,The Hollywood Revue of 1929,1929,118 min.,Estados Unidos,Charles Reisner,"['Conrad Nagel', 'Buster Keaton', 'Jack Benny', 'John Gilbert', 'Marion Davies', 'Norma Shearer', 'William Haines', 'Joan Crawford', 'Bessie Love', 'Marie Dressler', 'Cliff Edwards', 'Charles King', 'Stan Laurel', 'Polly Moran', 'Oliver Hardy']",['Musical'],Musical por donde irán desfilando los grandes actores de la época. (FILMAFFINITY),['1929: Oscar: Nominada a la Mejor Película'],"5,0",27,0,./images_FA/the_hollywood_revue_of_1929-338377848-large.jpg,
5,472913,El patriota,The Patriot,1928,113 min.,Estados Unidos,Ernst Lubitsch,"['Emil Jannings', 'Florence Vidor', 'Lewis Stone', 'Vera Voronina', 'Neil Hamilton', 'Harry Cording', 'Carmencita Johnson', 'Tullio Carminati']",['Drama'],"El zar Pablo I de Rusia sólo confía en el conde Pahlen; éste le defiende, pero los actos terroríficos ejecutados por el zar le hacen pensar la posibilidad de apartarlo del trono. Stefan, un guardia humillado por el zar se une a la conspiración. (FILMAFFINITY)",['1928: Oscar: Mejor guión adaptado. 4 Nominaciones'],,,0,./images_FA/the_patriot-791348199-large.jpg,
6,205142,El séptimo cielo,Seventh Heaven (7th Heaven),1927,110 min.,Estados Unidos,Frank Borzage,"['Janet Gaynor', 'Charles Farrell', 'Gladys Brockwell', 'David Butler', 'Ben Bard', 'Albert Gran', 'Marie Mosquini']","['Drama', 'Melodrama', 'Cine mudo']","Chico (Charles Farrell) es un joven que trabaja en la limpieza de las alcantarillas de Paris. Diane (Janet Gaynor) es una chica muy desgraciada que es víctima de los abusos de su atrabiliaria hermana mayor. Un día, mientras ésta la golpea, Chico la rescata y se la lleva a vivir con él a su buhardilla, en el séptimo piso de un edificio de Montmartre. (FILMAFFINITY)","['1927: 3 Oscars: Mejor actriz (Janet Gaynor), guión adaptado, director. 4 nominaciones']","7,8",1.341,14,./images_FA/seventh_heaven_7th_heaven-660930940-large.jpg,
7,821041,La horda,The Racket,1928,84 min.,Estados Unidos,Lewis Milestone,"['Thomas Meighan', 'Louis Wolheim', 'Marie Prevost', 'Pat Collins', 'Henry Sedley', 'Walter Brennan']","['Cine negro', 'Intriga', 'Crimen', 'Cine mudo']","Cine negro. Estuvo nominada al Óscar a la mejor película, en la primera edición de los premios de la Academia.  El protagonista es el capitán McQuigg (Thomas Meighan), un honrado policía irlandés de Chicago. (FILMAFFINITY)",['1927: Nominada al Oscar: Mejor película'],"6,3",81,1,./images_FA/the_racket-106449642-large.jpg,
8,483290,Vive como quieras,You Can't Take it With You,1938,126 min.,Estados Unidos,Frank Capra,"['James Stewart', 'Jean Arthur', 'Lionel Barrymore', 'Edward Arnold', 'Mischa Auer', 'Ann Miller', 'Spring Byington', 'Ward Bond']","['Comedia', 'Comedia sofisticada']","Alice Sycamore, la única persona con un poco de cordura en una familia llena de lunáticos, se enamora de su jefe, Tony Kirby, que pertenece a una familia muy rica y muy cursi. La diferencia entre el estilo de vida y la mentalidad de ambas familias se agudiza cuando los padres de él van a cenar a casa de ella, y la cena termina con la llegada de la policía y la detención de todos los presentes, acusados de anarquistas. (FILMAFFINITY)","['1938: 2 Oscars: Mejor película, director (Frank Capra). 7 nominaciones']","8,1",7.570,64,./images_FA/you_can_t_take_it_with_you-642701189-large.jpg,
9,198579,La vida de Émile Zola,The Life of Emile Zola,1937,116 min.,Estados Unidos,William Dieterle,"['Paul Muni', ""Henry O'Neill"", 'Joseph Schildkraut', 'Gale Sondergaard', 'Gloria Holden', 'Donald Crisp', 'Louis Calhern', 'Robert Barrat']","['Drama', 'Biográfico', 'Histórico', 'Basado en hechos reales', 'Drama judicial', 'Años 1900 (circa)']","Biografía del famoso escritor francés Emile Zola, que incide especialmente en su participación en el famoso ""Caso Dreyfuss"", que puso en jaque al ejército francés. (FILMAFFINITY)","['1937: 3 Oscars: Mejor película, actor sec. (Joseph Schildkraut), guión. 10 nomin.', '1937: Círculo de críticos de Nueva York: Mejor película y actor (Paul Muni)']","7,1",818,19,./images_FA/the_life_of_emile_zola-956734221-large.jpg,
10,975857,El gran Ziegfeld,The Great Ziegfeld,1936,176 min.,Estados Unidos,Robert Z. Leonard,"['William Powell', 'Myrna Loy', 'Luise Rainer', 'Frank Morgan', 'Fannie Brice', 'Virginia Bruce', 'Reginald Owen', 'Ray Bolger', 'Ernest Cossart', 'Nat Pendleton', 'Harriet Hoctor', 'Joseph Cawthorne', ""Dennis O'Keefe""]","['Musical', 'Biográfico']","Desde sus comienzos como anunciante de feria, Florenz Ziegfeld consiguió ganar y perder en la vida antes de enamorar locamente a su esposa, Anna Held. (FILMAFFINITY)","['1936: 3 Oscars: Mejor película, actriz (Luise Rainer), coreografía. 7 nominaciones', '1936: Círculo de Críticos de Nueva York: Mejor actriz (Luise Rainer)']","6,5",647,9,./images_FA/the_great_ziegfeld-137216315-large.jpg,
11,780223,La tragedia de la Bounty,Mutiny on the Bountyaka,1935,132 min.,Estados Unidos,Frank Lloyd,"['Charles Laughton', 'Clark Gable', 'Franchot Tone', 'Herbert Mundin', 'Eddie Quillan', 'Dudley Digges', 'Donald Crisp', 'Henry Stephenson', 'Francis Lister', 'Spring Byington', 'Movita', 'Mamo Clark', 'Byron Russell', 'Percy Waram', 'David Torrence', 'John Harrington', 'Douglas Walton', 'Ian Wolfe', 'DeWitt Jennings', 'Ivan Simpson', 'Vernon Downing', 'Bill Bambridge', 'Marion Clayton Anderson', 'David Niven']","['Aventuras', 'Aventuras marinas', 'Siglo XVIII']","En 1789, en los Mares del Sur, la tripulación del buque británico Bounty decide rebelarse contra el tiránico y cruel capitán Bligh. El motín lo encabeza el primer oficial, que defiende los intereses de la tripulación y abandona al capitán en un bote. (FILMAFFINITY)","['1935: Oscar: Mejor película. 8 nominaciones', '1935: Círculo de Críticos de Nueva York: Mejor actor (Charles Laughton)', '1935: National Board of Review (NBR): 10 mejores films']","7,6",3.505,25,./images_FA/mutiny_on_the_bounty-845467377-large.jpg,
12,118834,Sucedió una noche,It Happened One Night,1934,105 min.,Estados Unidos,Frank Capra,"['Clark Gable', 'Claudette Colbert', 'Walter Connolly', 'Roscoe Karns', 'Jameson Thomas', 'Ward Bond', 'Eddy Chandler', 'Arthur Hoyt', 'Alan Hale']","['Romance', 'Comedia', 'Comedia romántica', 'Road Movie']","Ellie Andrews, una joven y caprichosa heredera, consigue escapar del yate de su padre, que la había encerrado para evitar su boda con un hombre poco recomendable. En el autobús que coge, con destino a Nueva York, conoce a Peter Warne, un simpático y atractivo reportero, que busca una buena historia. El azar y las circunstancias unirán a Ellie y a Peter en un accidentado y divertido viaje. (FILMAFFINITY)","['1934: 5 Oscars: Película, director, actor (Gable), actriz (Colbert) y guión adaptado', '1934: National Board of Review: Mejor película', '1934: Festival de Venecia: Sección oficial - Nominada a Copa Mussolini']","7,9",15.900,76,./images_FA/it_happened_one_night-463534423-large.jpg,
13,294728,Cabalgata,Cavalcade,1933,110 min.,Estados Unidos,Frank Lloyd,"['Clive Brook', 'Diana Wynyard', 'Herbert Mundin', 'Frank Lawton', 'Ursula Jeans', 'Margaret Lindsay', ""Una O'Connor"", 'Billy Bevan', 'Bonita Granville']","['Drama', 'Histórico']","La historia de Gran Bretaña durante el primer tercio del siglo XX es reflejada a través de las desventuras de una familia que sufre toda clase de penurias y calamidades. Un drama épico, basado en la obra del famoso dramaturgo Noël Coward, que resultó ser la gran vencedora de la edición de los Oscar de 1933. (FILMAFFINITY)","['1933: 3 Oscars: Mejor película, director, dirección artística. 4 nominaciones', '1933: National Board of Review (NBR): 10 mejores films']","6,1",459,11,./images_FA/cavalcade-638677271-large.jpg,
14,747523,Gran hotel,Grand Hotel,1932,115 min.,Estados Unidos,Edmund Goulding,"['Greta Garbo', 'John Barrymore', 'Joan Crawford', 'Wallace Beery', 'Lionel Barrymore', 'Jean Hersholt', 'Robert McWade', 'Tully Marshall', 'Purnell Pratt']","['Drama', 'Melodrama', 'Historias cruzadas']","Las diferentes historias de los huéspedes de un elegante hotel es el argumento de este film de brillante reparto. Obtuvo tan sólo un Oscar, pero fue el de mejor película. (FILMAFFINITY)",['1931: Oscar: Mejor película'],"7,1",2.826,28,./images_FA/grand_hotel-709380464-large.jpg,
15,443711,Cimarrón,Cimarron,1931,124 min.,Estados Unidos,Wesley Ruggles,"['Richard Dix', 'Irene Dunne', 'Estelle Taylor', 'William Collier Jr.', ""Nance O'Neil"", 'Edna May Oliver', 'Roscoe Ates', ""Dennis O'Keefe""]","['Western', 'Periodismo', 'Política', 'Siglo XIX', 'Años 1900 (circa)', 'Años 1910-1919', 'Años 20']","Oscarizada superproducción de la época que narra las aflicciones y tribulaciones de una familia en el viejo Oeste a lo largo de cuatro décadas, desde su llegada a Oklahoma en 1889 hasta el surgimiento de sus aspiraciones políticas en los años 20. Amores, luchas, triunfos y separaciones, además de la famosa y verídica carrera de diligencias son los ingredientes de uno de los mayores éxitos de la RKO. (FILMAFFINITY)","['1930: 3 Oscars: Mejor película, guión adaptado, direcc. artística. 7 nominaciones', '1931: National Board of Review (NBR): 10 mejores films']","6,5",751,11,./images_FA/cimarron-701904076-large.jpg,
16,541905,Sin novedad en el frente,All Quiet on the Western Front,1930,130 min.,Estados Unidos,Lewis Milestone,"['Lew Ayres', 'Louis Wolheim', 'John Wray', 'Arnold Lucy', 'Ben Alexander', 'Scott Kolk', 'Owen Davis Jr.', 'Walter Browne Rogers', 'Slim Summerville', 'Russell Gleason', 'William Bakewell', 'Richard Alexander', 'Harold Goodwin', 'Pat Collins']","['Bélico', 'I Guerra Mundial', 'Ejército', 'Amistad']","Mítica película antibélica que plasma los sentimientos, sensaciones y desilusiones de un grupo de jóvenes estudiantes que son enviados al frente en la Primera Guerra Mundial (1914-1918). Es una adaptación de la novela homónima del escritor alemán Erich María Remarque. Su estreno provocó enfrentamientos entre nazis y comunistas. (FILMAFFINITY)","['1929: 2 Oscar: Mejor película, director. 4 nominaciones', '1930: National Board of Review (NBR): 10 mejores films']","7,8",6.574,57,./images_FA/all_quiet_on_the_western_front-163249843-large.jpg,
17,465171,Robin de los bosques,The Adventures of Robin Hood,1938,106 min.,Estados Unidos,Michael Curtiz,"['Errol Flynn', 'Olivia de Havilland', 'Basil Rathbone', 'Claude Rains', 'Patric Knowles', 'Ian Hunter', ""Una O'Connor"", 'Alan Hale', 'Melville Cooper', 'Eugene Pallette', 'Herbert Mundin']","['Aventuras', 'Edad Media', 'Capa y espada', 'Siglo XIII']","Robin de Locksley regresa a Inglaterra tras combatir contra los infieles en las Cruzadas.Mientras tanto Juan sin Tierra, el hermano del Rey Ricardo I, ha usurpado el trono y gobierna despóticamente, por lo que el noble sajón decide refugiarse en el bosque de Sherwood y luchar contra él para devolverle la corona a Ricardo. (FILMAFFINITY)","['1938: 3 Oscars: Mejor banda sonora, montaje, dirección artística. 4 nominaciones']","7,2",27.800,41,./images_FA/the_adventures_of_robin_hood-940868628-large.jpg,
18,832331,La banda de Alexander,Alexander's Ragtime Band,1938,106 min.,Estados Unidos,Henry King,"['Tyrone Power', 'Alice Faye', 'Don Ameche', 'Ethel Merman', 'Jack Haley', 'Jean Hersholt', 'Helen Westley', 'John Carradine', 'Paul Hurst', 'Wally Vernon', 'Ruth Terry', 'Douglas Fowley', 'Chick Chandler', 'Eddie Collins']",['Musical'],"Roger Grant, un reputado violinista, forma una banda denominada Alexander's Ragtime Band, con la cantante Stella Kirby. El compositor Charli Dwyer se enamora de Stella y la recomienda a un productor de Broadway. Éste ofrece un contrato a Stella, que se convierte en una estrella. (FILMAFFINITY)",['1938: Oscar: Mejor banda sonora original (adaptada). 6 nominaciones'],"6,4",104,2,./images_FA/alexander_s_ragtime_band-283642733-large.jpg,
19,281676,Forja de hombres,Boys Town,1938,96 min.,Estados Unidos,Norman Taurog,"['Spencer Tracy', 'Mickey Rooney', 'Henry Hull', 'Leslie Fenton', 'Addison Richards', 'Edward Norris', 'Gene Reynolds', 'Minor Watson']",['Drama'],Hoy se crían sin ley en la calle. Mañana estarán en el corredor de la muerte. El Padre Edward Flanagan (Spencer Tracy) se propone romper ese ciclo maldito y entrega su vida y su fe a crear una escuela para chicos marginados que se convertirá en todo un modelo de esperanza. (FILMAFFINITY),"['1938: 2 Oscars: Mejor actor (Spencer Tracy), guión original. 5 nominaciones']","6,9",960,11,./images_FA/boys_town-234408271-large.jpg,
20,899073,La ciudadela,The Citadel,1938,110 min.,Estados Unidos,King Vidor,"['Robert Donat', 'Rosalind Russell', 'Ralph Richardson', 'Rex Harrison', 'Emlyn Williams', 'Penelope Dudley-Ward', 'Francis L. Sullivan', 'Mary Clare', 'Cecil Parker', 'Nora Swinburne', 'Edward Chapman', 'Athene Seyler', 'Felix Aylmer', 'Joyce Bland', 'Percy Parsons', 'Dilys Davis', 'Basil Gill', 'Joss Ambler']","['Drama', 'Medicina']","Andrew Manson, un joven médico que consigue su primer empleo en una población minera de Gales, se entrega al cuidado de trabajadores enfermos y gentes oprimidas. Las circunstancias, sin embargo, acabarán poniendo a prueba sus principios morales. (FILMAFFINITY)","['1938: 4 nominaciones al Oscar: Mejor película, director, actor (Robert Donat), guión', '1938: National Board of Review: Mejor película', '1938: Círculo de críticos de Nueva York: Mejor película']","7,1",449,8,./images_FA/the_citadel-201689337-large.jpg,
21,138734,Cuatro hijas,Four Daughters,1938,90 min.,Estados Unidos,Michael Curtiz,"['Priscilla Lane', 'Rosemary Lane', 'Lola Lane', 'Gale Page', 'Claude Rains', 'Jeffrey Lynn', 'John Garfield', 'Dick Foran', 'Frank McHugh', 'May Robson', 'Vera Lewis', 'Donald Kerr', 'Tom Dugan', 'Eddie Acuff']","['Drama', 'Romance', 'Drama romántico']","El músico Adam Lemp ha inculcado a sus cuatro hijas: Ann, Kay, Thea y Emma, su amor por la música. Ann está enamorada de Felix, pero se casa con Mickey, un joven compositor, porque Emma también ama a Felix, y ella no quiere hacer daño a su hermana. (FILMAFFINITY)","['1938: 5 nominaciones al Oscar: Película, director, actor sec. (Garfield), guión, sonido']","6,4",143,3,./images_FA/four_daughters-258174458-large.jpg,
22,174723,La gran ilusión,La Grande Illusion,1937,114 min.,Francia,Jean Renoir,"['Jean Gabin', 'Erich von Stroheim', 'Pierre Fresnay', 'Marcel Dalio', 'Dita Parlo', 'Jean Dasté', 'Julien Carette', 'Georges Péclet', 'Werner Florian', 'Sylvain Itkine', 'Gaston Modot', 'Jacques Becker']","['Drama', 'I Guerra Mundial', 'Drama carcelario', 'Realismo poético francés']","Primera Guerra Mundial (1914-1918). Una obra sobre la camaradería y las relaciones humanas que retrata el día a día de unos prisioneros franceses en un campo de concentración alemán durante la Gran Guerra. Nada más llegar al campo, dos oficiales de la aviación francesa se enteran de que sus compañeros de barracón están excavando un túnel para escapar de allí. (FILMAFFINITY)","['1938: Nominada al Oscar: Mejor película', '1938: Círculo de Críticos de Nueva York: Mejor película extranjera']","8,0",7.718,67,./images_FA/la_grande_illusion-475521471-large.jpg,
23,462277,Jezabel,Jezebel,1938,103 min.,Estados Unidos,William Wyler,"['Bette Davis', 'Henry Fonda', 'George Brent', 'Margaret Lindsay', 'Donald Crisp', 'Fay Bainter', 'Richard Cromwell', ""Henry O'Neill"", 'Spring Byington']","['Drama', 'Romance', 'Melodrama', 'Guerra de Secesión', 'Siglo XIX', 'Enfermedad']",Julie Marsden y su prometido parecen destinados a no compartir sus vidas. Las continuas exigencias y desaires de ella terminan alejando de su lado al hombre que verdaderamente ama. (FILMAFFINITY),"['1938: 2 Oscars: Mejor actriz (Bette Davis), actriz secundaria (Fay Bainter). 5 nominaciones']","7,7",4.049,37,./images_FA/jezebel-907218310-large.jpg,
24,454917,Pygmalion,Pygmalion,1938,95 min.,Reino Unido,Anthony Asquith,"['Leslie Howard', 'Wendy Hiller', 'Wilfrid Lawson', 'Marie Lohr', 'Scott Sunderland', 'Jean Cadell', 'David Tree', 'Everley Gregg', 'Leueen MacGrath', 'Esme Percy', 'Violet Vanbrugh', 'Iris Hoey', 'Viola Tree', 'Irene Browne', 'Kate Cutler', 'Patrick MacNee', 'Anthony Quayle']","['Drama', 'Comedia', 'Romance']","Cuando el profesor Higgins, un especialista en fonética, conoce casuamente a Elisa, una vendedora de flores, la vulgaridad e incorrección de su lenguaje despierta extraordinariamente su interés. Decide entonces realizar un experimento con ella: transformar a Elisa hasta convertirla en una respetable dama de la alta sociedad. El trato que Higgins dispensa a la chica no es muy considerado: a él sólo le preocupa la dicción, el perfeccionamiento de la voz y el aprendizaje de exquisitos modales. Adaptación de la obra de teatro homónima de Bernard Shaw, en la que también se inspiró ""My Fair Lady"" (FILMAFFINITY)","['1938: Oscar: Mejor guión. 4 Nominaciones', '1938: Venecia: Mejor actor (Leslie Howard)']","7,0",816,8,./images_FA/pygmalion-291259691-large.jpg,
25,476257,Piloto de pruebas,Test Pilot,1938,118 min.,Estados Unidos,Victor Fleming,"['Clark Gable', 'Myrna Loy', 'Spencer Tracy', 'Lionel Barrymore', 'Louis Jean Heydt', 'Marjorie Main']","['Aventuras', 'Drama', 'Romance', 'Aviones', 'Amistad']","Jim es un piloto de pruebas. Tanto su mujer Ann como su mejor amigo Gunner intentan que vuele con prudencia, pero la vida de esta clase de pilotos es cualquier cosa menos segura... (FILMAFFINITY)","['1938: 3 nominaciones al Oscar: Mejor película, argumento, montaje']","6,2",197,3,./images_FA/test_pilot-261216511-large.jpg,
26,979922,La pícara puritana,The Awful Truth,1937,91 min.,Estados Unidos,Leo McCarey,"['Cary Grant', 'Irene Dunne', 'Ralph Bellamy', ""Alexander D'Arcy"", 'Cecil Cunningham', 'Molly Lamont', 'Esther Dale', 'Joyce Compton', 'Robert Allen', 'Mary Forbes', 'Al Bridge', 'Robert Warwick', 'Claud Allister', 'Bess Flowers', 'Sarah Edwards', 'Bert Moorhouse']","['Comedia', 'Romance', 'Comedia romántica', 'Comedia sofisticada']","Jerry y Lucy Warriner están a punto de divorciarse y luchan por la custodia de su perro, Mr. Smith. Antes de que el divorcio se haga oficial, Jerry decide volver con Lucy, pero se entera de que ella va a casarse con un hombre que se ha hecho rico gracias al petróleo. Jerry contraataca anunciando su compromiso con la aristocrática Molly Lamont. (FILMAFFINITY)","['1937: Oscar: Mejor director. 6 nominaciones, incluyendo mejor película']","7,4",2.113,18,./images_FA/the_awful_truth-267153897-large.jpg,
27,833624,Capitanes intrépidos,Captains Courageous,1937,116 min.,Estados Unidos,Victor Fleming,"['Spencer Tracy', 'Freddie Bartholomew', 'Lionel Barrymore', 'Melvyn Douglas', 'Mickey Rooney', 'John Carradine', ""Dennis O'Keefe""]","['Aventuras', 'Drama', 'Aventuras marinas', 'Amistad', 'Pesca', 'Infancia']","Harvey Cheyne (Freddie Bartholomew) es un caprichoso y malcriado niño rico que está haciendo un crucero con su padre. Inesperadamente, cae por la borda del yate y es rescatado por un barco de pesca al mando de un intrépido capitán (Lionel Barrymore). El pesquero tiene que acabar la larga campaña de pesca antes de llevar al chico a tierra firme. Harvey, al principio a regañadientes, conseguirá adaptarse a la dura vida en alta mar gracias a su íntima relación con Manuel (Spencer Tracy), un bondadoso marinero portugués que ejercerá sobre el niño una benéfica influencia. (FILMAFFINITY)","['1937: Oscar: Mejor actor (Spencer Tracy). 4 nominaciones', '1937: Círculo de Críticos de Nueva York: Nominada a Mejor Actor (Spencer Tracy)']","8,1",7.180,76,./images_FA/captains_courageous-811175496-large.jpg,
28,389695,Calle sin salida,Dead Endaka,1937,93 min.,Estados Unidos,William Wyler,"['Sylvia Sidney', 'Joel McCrea', 'Humphrey Bogart', 'Wendy Barrie', 'Claire Trevor', 'Billy Halop', 'Huntz Hall', 'Leo Gorcey', 'Gabriel Dell', 'Bobby Jordan', 'Bernard Punsly', 'Allen Jenkins', 'Marjorie Main', 'Ward Bond', ""Don 'Red' Barry"", 'Charles Peck', 'Esther Dale']","['Drama', 'Cine negro', 'Drama social', 'Pobreza']","En una calle de Nueva York, la miseria y la delincuencia conviven con la riqueza de los inquilinos de un lujoso bloque de apartamentos. Inevitablemente esos agudos contrastes acabarán desencadenando tensiones entre los dos mundos. (FILMAFFINITY)","['1937: Oscar: 4 nom., a Mejor Actriz reparto (Trevor), Película, Dir. artística, Fotografía']","7,1",1.479,20,./images_FA/dead_end-938207202-large.jpg,
29,353812,La buena tierra,The Good Earth,1937,138 min.,Estados Unidos,Sidney Franklin,"['Paul Muni', 'Luise Rainer', 'Walter Connolly', 'Charley Grapewin', 'Jessie Ralph', 'Tilly Losch', 'Keye Luke']",['Drama'],"Wang Lung (Paul Muni) es un labrador que vive en paz con su familia y en armonía con la tierra. Un día, su padre arregla para casarlo con O-Lan (Luise Rainer) una de las esclavas de La Casa Grande, y el matrimonio significará la llegada a la familia de una mujer que, además de ser muy atractiva, también es hacendosa, honesta y comprometida. Pero la felicidad que ha empezado con varios hijos, una buena tierra y una familia en paz... de pronto habrá de oscurecerse ante los reveses de la naturaleza, los violentos conflictos sociales y las decisiones improcedentes. (FILMAFFINITY)","['1937: 2 Oscars: Mejor actriz (Luise Rainer), fotografía. 5 nominaciones']","7,3",527,6,./images_FA/the_good_earth-645033139-large.jpg,
30,672784,Chicago,In Old Chicago,1938,95 min.,Estados Unidos,Henry King,"['Tyrone Power', 'Alice Faye', 'Don Ameche', 'Alice Brady', 'Andy Devine', 'Brian Donlevy', 'Phyllis Brooks', 'Tom Brown', 'Sidney Blackmer', 'Berton Churchill', 'June Storey', 'Paul Hurst']","['Drama', 'Romance', 'Melodrama', 'Siglo XIX', 'Familia', 'Catástrofes', 'Política']","Los O'Leary son una familia de pioneros cuyos hijos mayores alcanzan poder y notoriedad en la bulliciosa ciudad de Chicago. Jack (Don Ameche) es elegido alcalde con la ayuda de su popular hermano Dion (Tyrone Power), pero ambos hermanos se enfrentan después a causa de sus diferencias de opinión sobre el destino que deben dar a los barrios bajos de Chicago. Usando a su esposa (Alice Faye), una cantante de cabaret, como peón en la disputa, Dion echa leña al fuego de la rivalidad con su hermano hasta que la ciudad entera comienza a tomar partido por el uno o por el otro... (FILMAFFINITY)","['1937: 2 Oscar: Mejor actriz secundaria (Alice Brady), ayudante de dirección. 6 nominac.']","6,6",328,6,./images_FA/in_old_chicago-903677424-large.jpg,
31,757279,Horizontes perdidos,Lost Horizon,1937,132 min.,Estados Unidos,Frank Capra,"['Ronald Colman', 'Jane Wyatt', 'John Howard', 'Edward Everett Horton', 'H.B. Warner', 'Thomas Mitchell', 'Isabel Jewell', 'Sam Jaffe']","['Aventuras', 'Fantástico', 'Drama', 'Años 30']","Año 1935. Varios pasajeros, entre los que se encuentra un joven diplomático inglés, sobreviven a un accidente aéreo en el Himalaya. Cuando creen que la muerte es inevitable, son rescatados por los habitantes de Shangri-La, una idílica y utópica comunidad que vive oculta en el Tíbet. Mientras la Guerra Mundial amenaza al mundo, ellos descubrirán un lugar donde la gente es feliz y no envejece. (FILMAFFINITY)","['1937: 2 Oscar: Mejor dirección artística, montaje. 7 Nominaciones']","7,5",3.229,33,./images_FA/lost_horizon-111286087-large.jpg,
32,837823,Loca por la música,One Hundred Men and a Girl,1937,84 min.,Estados Unidos,Henry Koster,"['Deanna Durbin', 'Leopold Stokowski', 'Adolphe Menjou', 'Alice Brady', 'Billy Gilbert', 'Eugene Pallette', 'Alma Kruger', 'Jameson Thomas', 'Christian Rub', 'Frank Jenks', 'Bess Flowers', 'Howard C. Hickman', 'Jed Prouty', 'Cyril Ring', 'Jack Mulhall']","['Musical', 'Comedia', 'Comedia romántica', 'Música']","Una joven y generosa cantante intenta ayudar a alcanzar el éxito a la orquesta los ""Cien Hombres"", un grupo de músicos ya retirados que viven en una casa de huéspedes. El que más le preocupa de ellos es su padre (Adolphe Menjou), el más desafortunado del grupo. En realidad, a la orquesta lo que le falta es un líder con carisma. Entra entonces en escena el legendario director de orquesta Leopold Stowkowski, quien, después de mostrarse reacio a escuchar a la chica, queda cautivado al escuchar la  Rapsodia Húngara nº 2 de Liszt interpretada por los cien andrajosos músicos en las escaleras de un edificio. (FILMAFFINITY)",['1937: Oscar: Mejor banda sonora original. 5 nominaciones'],"6,6",111,7,./images_FA/one_hundred_men_and_a_girl-551512009-large.jpg,
